24.0	17.0	0.0	2.0	0.0	13654.0	12350.0	0.0	0.0	2.0	0.0	0.0	1.0	31601.0	14170.0	9660.0	32.0	0.0	0.0	0.0	0.0	0.0	14685.0	1642.0	9498.0	0.0	0.0	32.0	47761.0	16712.0	19383.0	15981.0	0.0	0.0	224.0	5.0	1.0	0.0	1474.0	900.0	224.0	0.0	0.0	5.0	26.0	
6.0	15.0	0.0	2.0	0.0	14227.0	12675.0	0.0	1.0	10.0	0.0	10.0	1.0	19370.0	6152.0	4655.0	227.0	9.0	8.0	1.0	0.0	0.0	153576.0	27939.0	11722.0	0.0	0.0	236.0	178782.0	35410.0	18886.0	2508.0	0.0	0.0	547.0	3.0	3.0	0.0	5836.0	1318.0	2508.0	0.0	0.0	4.0	11.0	
9.0	15.0	0.0	4.0	1.0	13741.0	13908.0	0.0	2.0	12.0	0.0	7.0	3.0	16056.0	5130.0	6269.0	202.0	17.0	0.0	17.0	0.0	0.0	121232.0	20449.0	10536.0	0.0	0.0	219.0	142604.0	26544.0	17821.0	2226.0	0.0	0.0	350.0	4.0	0.0	1.0	5316.0	964.0	1015.0	0.0	2.0	9.0	12.0	
4.0	18.0	0.0	4.0	4.0	18579.0	18160.0	1.0	3.0	30.0	864.0	13.0	2.0	92664.0	33603.0	9153.0	44.0	51.0	23.0	28.0	0.0	0.0	70703.0	11368.0	18980.0	0.0	0.0	95.0	184694.0	46775.0	28199.0	12513.0	0.0	0.0	834.0	1.0	3.0	0.0	21326.0	1803.0	66.0	0.0	0.0	1.0	10.0	
17.0	13.0	0.0	5.0	0.0	9177.0	8650.0	0.0	0.0	2.0	0.0	0.0	1.0	17126.0	6588.0	11070.0	48.0	0.0	0.0	0.0	0.0	0.0	11273.0	3782.0	7264.0	0.0	0.0	48.0	37245.0	10371.0	18393.0	2491.0	0.0	0.0	160.0	5.0	0.0	0.0	8845.0	0.0	58.0	0.0	0.0	1.0	15.0	
2.0	12.0	0.0	9.0	1.0	8967.0	8350.0	0.0	2.0	7.0	561.0	2.0	2.0	36350.0	14742.0	6570.0	17.0	31.0	7.0	24.0	0.0	0.0	36786.0	4398.0	18185.0	0.0	0.0	48.0	81432.0	20090.0	25117.0	4557.0	0.0	0.0	572.0	1.0	0.0	0.0	8294.0	949.0	361.0	0.0	0.0	2.0	14.0	
11.0	16.0	0.0	3.0	1.0	12543.0	10870.0	0.0	1.0	4.0	0.0	3.0	2.0	48391.0	5224.0	5770.0	195.0	0.0	0.0	0.0	0.0	0.0	91195.0	12712.0	17717.0	0.0	0.0	195.0	140115.0	18153.0	23741.0	2102.0	0.0	0.0	3254.0	1.0	0.0	0.0	528.0	216.0	254.0	0.0	2.0	1.0	12.0	
3.0	16.0	0.0	10.0	0.0	13030.0	13000.0	0.0	0.0	2.0	564.0	0.0	1.0	36033.0	3081.0	8006.0	243.0	8.0	3.0	5.0	0.0	0.0	134450.0	10012.0	25572.0	0.0	0.0	251.0	171909.0	14520.0	33723.0	541.0	0.0	0.0	459.0	1.0	1.0	0.0	1426.0	1426.0	144.0	0.0	2.0	3.0	12.0	
15.0	17.0	0.0	3.0	4.0	15969.0	11725.0	0.0	3.0	15.0	697.0	8.0	2.0	5079.0	3520.0	5698.0	231.0	6.0	1.0	5.0	0.0	0.0	153209.0	21349.0	14284.0	0.0	0.0	237.0	159756.0	24870.0	20306.0	3278.0	0.0	0.0	87.0	4.0	4.0	0.0	1467.0	0.0	323.0	0.0	0.0	1.0	8.0	
8.0	16.0	0.0	6.0	4.0	17199.0	16525.0	0.0	4.0	17.0	1676.0	5.0	2.0	10960.0	2376.0	11169.0	196.0	17.0	8.0	9.0	0.0	0.0	165663.0	34093.0	8635.0	0.0	0.0	213.0	180442.0	36977.0	20446.0	4112.0	0.0	0.0	188.0	3.0	5.0	0.0	3817.0	508.0	642.0	0.0	1.0	2.0	8.0	
3.0	16.0	0.0	4.0	3.0	14116.0	13733.0	0.0	3.0	10.0	0.0	4.0	3.0	2556.0	1442.0	2803.0	231.0	5.0	1.0	4.0	0.0	0.0	133743.0	14273.0	23799.0	0.0	0.0	241.0	155113.0	18607.0	26761.0	8273.0	0.0	0.0	169.0	1.0	0.0	1.0	18813.0	2892.0	158.0	0.0	2.0	4.0	14.0	
7.0	17.0	0.0	2.0	3.0	16458.0	13425.0	0.0	3.0	16.0	0.0	11.0	3.0	184959.0	15406.0	2315.0	73.0	103.0	17.0	86.0	0.0	0.0	36835.0	2039.0	14010.0	0.0	0.0	176.0	233372.0	18917.0	16712.0	6172.0	0.0	0.0	431.0	1.0	1.0	1.0	11577.0	1472.0	385.0	0.0	0.0	1.0	13.0	
8.0	18.0	0.0	4.0	0.0	15604.0	14600.0	1.0	3.0	14.0	838.0	8.0	1.0	140272.0	25146.0	12951.0	205.0	14.0	12.0	2.0	0.0	0.0	20046.0	1349.0	10743.0	0.0	0.0	219.0	162622.0	27385.0	23844.0	5789.0	0.0	0.0	542.0	1.0	0.0	0.0	2304.0	888.0	150.0	0.0	0.0	4.0	14.0	
16.0	14.0	0.0	4.0	0.0	10725.0	9400.0	0.0	1.0	3.0	0.0	2.0	1.0	36036.0	9774.0	3352.0	42.0	0.0	0.0	0.0	0.0	0.0	8982.0	1265.0	9259.0	0.0	0.0	42.0	45019.0	11040.0	12752.0	2276.0	0.0	0.0	102.0	1.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	3.0	15.0	
11.0	14.0	0.0	9.0	0.0	12521.0	11410.0	0.0	2.0	6.0	0.0	2.0	1.0	75832.0	36155.0	11956.0	67.0	0.0	0.0	0.0	0.0	0.0	5480.0	1346.0	11366.0	0.0	0.0	67.0	82395.0	38359.0	23632.0	1831.0	0.0	0.0	714.0	1.0	0.0	0.0	1082.0	857.0	309.0	0.0	0.0	1.0	26.0	
8.0	15.0	0.0	7.0	0.0	12482.0	11300.0	0.0	0.0	2.0	381.0	0.0	1.0	1649.0	969.0	6878.0	234.0	12.0	1.0	11.0	0.0	0.0	140206.0	15066.0	11337.0	0.0	0.0	246.0	147090.0	17727.0	18714.0	3319.0	0.0	0.0	2283.0	3.0	1.0	0.0	5235.0	1692.0	499.0	0.0	2.0	0.0	8.0	
7.0	16.0	0.0	1.0	3.0	13106.0	11325.0	0.0	2.0	13.0	861.0	11.0	2.0	53544.0	11066.0	3002.0	43.0	112.0	64.0	48.0	0.0	0.0	92048.0	5093.0	15549.0	0.0	0.0	155.0	156545.0	17702.0	19384.0	10284.0	0.0	0.0	787.0	1.0	3.0	0.0	10953.0	1543.0	833.0	0.0	0.0	6.0	11.0	
1.0	11.0	0.0	7.0	0.0	7011.0	6550.0	0.0	1.0	3.0	353.0	3.0	1.0	52699.0	9668.0	7420.0	109.0	0.0	0.0	0.0	0.0	0.0	6380.0	1096.0	5594.0	0.0	0.0	109.0	59629.0	11315.0	13361.0	867.0	0.0	0.0	11.0	1.0	0.0	0.0	550.0	550.0	346.0	0.0	0.0	0.0	4.0	
0.0	13.0	0.0	1.0	1.0	8441.0	8525.0	0.0	1.0	8.0	355.0	8.0	2.0	41549.0	7580.0	2854.0	115.0	3.0	0.0	3.0	0.0	0.0	17755.0	1822.0	7007.0	0.0	0.0	118.0	61345.0	10305.0	9930.0	30.0	0.0	0.0	370.0	1.0	2.0	0.0	2040.0	902.0	68.0	0.0	0.0	0.0	5.0	
7.0	16.0	0.0	8.0	1.0	14278.0	12675.0	0.0	2.0	6.0	0.0	2.0	2.0	2028.0	1519.0	7330.0	239.0	14.0	11.0	3.0	0.0	0.0	183776.0	15188.0	16517.0	0.0	0.0	253.0	187277.0	17098.0	25459.0	442.0	0.0	0.0	1034.0	1.0	2.0	0.0	1472.0	390.0	1611.0	0.0	1.0	2.0	12.0	
17.0	18.0	0.0	8.0	1.0	17872.0	16650.0	0.0	3.0	11.0	0.0	5.0	2.0	205731.0	42585.0	10333.0	238.0	10.0	4.0	6.0	0.0	0.0	19247.0	1706.0	13630.0	0.0	0.0	248.0	227628.0	45784.0	24992.0	3567.0	0.0	0.0	1463.0	1.0	1.0	0.0	2649.0	1492.0	1028.0	0.0	0.0	1.0	15.0	
7.0	13.0	0.0	6.0	0.0	8817.0	7420.0	0.0	0.0	2.0	169.0	0.0	1.0	24529.0	9935.0	4475.0	29.0	0.0	0.0	0.0	0.0	0.0	5777.0	1530.0	11411.0	0.0	0.0	29.0	31378.0	12367.0	16364.0	2516.0	0.0	0.0	214.0	1.0	1.0	0.0	1071.0	901.0	477.0	0.0	0.0	8.0	23.0	
4.0	18.0	0.0	4.0	1.0	18551.0	16625.0	3.0	2.0	12.0	782.0	10.0	2.0	5648.0	2809.0	12550.0	51.0	207.0	102.0	105.0	0.0	0.0	297815.0	26137.0	22632.0	0.0	0.0	258.0	323271.0	32805.0	37813.0	13849.0	0.0	0.0	984.0	1.0	3.0	0.0	19807.0	3858.0	2630.0	0.0	0.0	3.0	8.0	
10.0	17.0	0.0	7.0	4.0	18314.0	16850.0	0.0	4.0	17.0	1107.0	6.0	3.0	12846.0	7495.0	4507.0	248.0	3.0	1.0	2.0	0.0	0.0	215888.0	46050.0	13786.0	0.0	0.0	251.0	230771.0	54845.0	20619.0	2818.0	0.0	0.0	193.0	2.0	3.0	3.0	2036.0	1300.0	2326.0	0.0	0.0	3.0	13.0	
10.0	17.0	0.0	6.0	1.0	12979.0	12360.0	0.0	3.0	11.0	0.0	4.0	2.0	103612.0	22518.0	6540.0	151.0	2.0	0.0	2.0	0.0	0.0	17514.0	1707.0	16323.0	0.0	0.0	153.0	123946.0	25955.0	23119.0	5214.0	0.0	0.0	603.0	5.0	0.0	0.0	2819.0	1729.0	256.0	0.0	0.0	1.0	7.0	
7.0	14.0	0.0	10.0	1.0	11683.0	11075.0	0.0	2.0	11.0	0.0	6.0	2.0	45307.0	13642.0	7757.0	86.0	16.0	3.0	13.0	0.0	0.0	16173.0	2368.0	11500.0	0.0	0.0	102.0	62545.0	16906.0	20344.0	1102.0	0.0	0.0	167.0	1.0	0.0	0.0	1064.0	896.0	1087.0	0.0	1.0	4.0	9.0	
4.0	15.0	0.0	2.0	0.0	12033.0	8420.0	0.0	2.0	6.0	0.0	3.0	1.0	113881.0	14095.0	5182.0	204.0	12.0	3.0	9.0	0.0	0.0	11052.0	366.0	8383.0	0.0	0.0	216.0	125483.0	14462.0	14830.0	4508.0	0.0	0.0	2828.0	1.0	1.0	0.0	550.0	0.0	1265.0	0.0	0.0	1.0	7.0	
8.0	17.0	0.0	2.0	1.0	15410.0	13120.0	0.0	3.0	13.0	1584.0	6.0	2.0	7644.0	3794.0	6491.0	65.0	122.0	39.0	83.0	0.0	0.0	208357.0	25301.0	14187.0	0.0	0.0	187.0	234969.0	33277.0	20839.0	6428.0	0.0	0.0	789.0	1.0	1.0	0.0	18967.0	4180.0	160.0	0.0	2.0	1.0	11.0	
5.0	13.0	0.0	9.0	2.0	9868.0	9708.0	0.0	1.0	9.0	0.0	5.0	2.0	11304.0	3463.0	9325.0	38.0	45.0	8.0	37.0	0.0	0.0	79604.0	13408.0	20235.0	0.0	0.0	83.0	97696.0	18361.0	30055.0	6386.0	0.0	0.0	156.0	1.0	0.0	0.0	6788.0	1490.0	494.0	0.0	0.0	1.0	10.0	
8.0	11.0	0.0	1.0	0.0	8919.0	6225.0	0.0	1.0	3.0	691.0	3.0	1.0	1006.0	793.0	2310.0	160.0	0.0	0.0	0.0	0.0	0.0	79573.0	8438.0	4510.0	0.0	0.0	160.0	80580.0	9231.0	6950.0	891.0	0.0	0.0	38.0	2.0	2.0	0.0	0.0	0.0	130.0	0.0	1.0	2.0	6.0	
4.0	15.0	0.0	9.0	0.0	11179.0	11225.0	0.0	2.0	8.0	468.0	2.0	1.0	50328.0	13524.0	7853.0	28.0	51.0	20.0	31.0	0.0	0.0	62644.0	4757.0	21330.0	0.0	0.0	79.0	123908.0	20293.0	29704.0	8298.0	0.0	0.0	572.0	1.0	0.0	0.0	10935.0	2011.0	520.0	0.0	0.0	2.0	13.0	
6.0	15.0	0.0	6.0	0.0	13678.0	13100.0	0.0	1.0	5.0	471.0	2.0	1.0	5018.0	3793.0	10748.0	269.0	4.0	1.0	3.0	0.0	0.0	166073.0	20213.0	8753.0	0.0	0.0	273.0	174904.0	24478.0	20427.0	2767.0	0.0	0.0	3128.0	3.0	2.0	0.0	3812.0	472.0	924.0	0.0	0.0	3.0	9.0	
3.0	12.0	0.0	6.0	1.0	8309.0	8050.0	0.0	1.0	5.0	669.0	5.0	2.0	2932.0	1310.0	4969.0	165.0	2.0	0.0	2.0	0.0	0.0	80597.0	12660.0	7239.0	0.0	0.0	167.0	84063.0	14024.0	12558.0	1413.0	0.0	0.0	173.0	2.0	0.0	0.0	534.0	54.0	350.0	0.0	2.0	3.0	8.0	
9.0	16.0	0.0	4.0	0.0	12139.0	12300.0	0.0	1.0	2.0	0.0	2.0	1.0	80683.0	12560.0	10333.0	199.0	11.0	0.0	11.0	0.0	0.0	19220.0	1767.0	7459.0	0.0	0.0	210.0	146080.0	19625.0	17877.0	5188.0	0.0	0.0	391.0	1.0	1.0	0.0	46177.0	5297.0	84.0	0.0	2.0	4.0	12.0	
